NUMERO_CARTE,NOM_FICHIER,DATEPUBF,DATSUPF,ECHELLE,EDIT,FORMAT,ZONE,PAYS,REGION,AUTEUR,AURSECD,lien,LONGWEST,LONGEST,LATSUD,LATNORD
3417,CM_3417_Pub_1875,1875,1899,1/50 000,Dépôt des Cartes et Plans de la Marine.,GA (88 x 60 cm),"PACIFIQUE,CHINE (Mer)","COCHINCHINE (Basse),VIETNAM","CAMBODGE (Cours), HAU GIANG (Cours)",HANUSSE,DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3418_Pub_1875/file/ARCHIVES_CM_3418_Pub_1875.7z,105.1833333,105.8777778,9.9833333,10.5861111
3418,CM_3418_Pub_1875,1875,2009,1/55 400,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"ATLANTIQUE,ANTILLES (Mer)",GUADELOUPE,"ANTILLES, VIEUX FORT (Pointe), ALLEGRE (Pointe)","PLOIX (E),CASPARI,GOURDON","CHAPELLIER,NAUDIN,NYON,VIALARD",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3418_Pub_1875_Corr_1930/file/ARCHIVES_CM_3418_Pub_1875_Corr_1930.7z,-61.9988888999999,-61.6875,15.925,16.385
3418,CM_3418_Pub_1875_Corr_1930,1875,2009,1/55 400,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"ATLANTIQUE,ANTILLES (Mer)",GUADELOUPE,"ANTILLES, VIEUX FORT (Pointe), ALLEGRE (Pointe)","PLOIX (E),CASPARI,GOURDON","CHAPELLIER,NAUDIN,NYON,VIALARD",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3418_Pub_1875_Ed_1938_Corr_2009/file/ARCHIVES_CM_3418_Pub_1875_Ed_1938_Corr_2009.7z,-61.9988888999999,-61.6875,15.925,16.385
3418,CM_3418_Pub_1875_Ed_1938_Corr_2009,1875,2009,1/55 400,"Service hydrographique de la Marine, Paris.",GA (89 x 60 cm),"ATLANTIQUE,ANTILLES (Mer)",GUADELOUPE,"ANTILLES, VIEUX FORT (Pointe), ALLEGRE (Pointe)","PLOIX (E),CASPARI,GOURDON","CHAPELLIER,NAUDIN,NYON,VIALARD",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3419_Pub_1875/file/ARCHIVES_CM_3419_Pub_1875.7z,-61.9988888999999,-61.6875,15.925,16.385
3419,CM_3419_Pub_1875,1875,1991,1/55 400,Dépôt des Cartes et Plans de la Marine.,GA (97 x 60 cm),"ATLANTIQUE,ANTILLES (Mer)",GUADELOUPE,"ANTILLES, POINTE, A, PITRE, DESIRADE","PLOIX (E),CASPARI","FRANCOZ,NAUDIN,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3419_Pub_1875_Ed_1902_Corr_1935/file/ARCHIVES_CM_3419_Pub_1875_Ed_1902_Corr_1935.7z,-61.5949999999999,-61.1019444,15.9963888999999,16.3094444
3419,CM_3419_Pub_1875_Ed_1902_Corr_1935,1875,1991,1/55 400,Dépôt des Cartes et Plans de la Marine.,GA (97 x 60 cm),"ATLANTIQUE,ANTILLES (Mer)",GUADELOUPE,"ANTILLES, POINTE, A, PITRE, DESIRADE","PLOIX (E),CASPARI","FRANCOZ,NAUDIN,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3419_Pub_1875_Ed_1939_Corr_1990/file/ARCHIVES_CM_3419_Pub_1875_Ed_1939_Corr_1990.7z,-61.5949999999999,-61.1019444,15.9963888999999,16.3094444
3419,CM_3419_Pub_1875_Ed_1939_Corr_1990,1875,1991,1/55 400,"Service hydrographique de la Marine, Paris.",GA (97 x 60 cm),"ATLANTIQUE,ANTILLES (Mer)",GUADELOUPE,"ANTILLES, POINTE, A, PITRE, DESIRADE","PLOIX (E),CASPARI","FRANCOZ,NAUDIN,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3420_Pub_1874/file/ARCHIVES_CM_3420_Pub_1874.7z,-61.5949999999999,-61.1019444,15.9963888999999,16.3094444
3420,CM_3420_Pub_1874,1874,1980,1/59 100,Dépôt des Cartes et Plans de la Marine.,GA (88 x 61 cm),PACIFIQUE,AUSTRALIE (Côte Sud),"VICTORIA, PORT WESTERN","COX,STANLEY,BOURCHIER,BOULTON,HUGH",SONNET (L),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3420_Pub_1874_Ed_1895_Corr_1925/file/ARCHIVES_CM_3420_Pub_1874_Ed_1895_Corr_1925.7z,144.844444399999,145.6069444,-38.6255555999999,-38.2166666999999
3420,CM_3420_Pub_1874_Ed_1895_Corr_1925,1874,1980,1/59 100,Dépôt des Cartes et Plans de la Marine.,GA (88 x 61 cm),PACIFIQUE,AUSTRALIE (Côte Sud),"VICTORIA, PORT WESTERN","COX,STANLEY,BOURCHIER,BOULTON,HUGH",SONNET (L),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3420_Pub_1874_Ed_1936_Corr_1972/file/ARCHIVES_CM_3420_Pub_1874_Ed_1936_Corr_1972.7z,144.844444399999,145.6069444,-38.6255555999999,-38.2166666999999
3420,CM_3420_Pub_1874_Ed_1936_Corr_1972,1874,1980,1/59 100,"Service hydrographique de la Marine, Paris.",DA (75 x 53 cm),PACIFIQUE,AUSTRALIE (Côte Sud),"VICTORIA, PORT WESTERN",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3421_Pub_1875/file/ARCHIVES_CM_3421_Pub_1875.7z,144.844444399999,145.6069444,-38.6255555999999,-38.2166666999999
3421,CM_3421_Pub_1875,1875,1979,1/20 000,Dépôt des Cartes et Plans de la Marine.,GA (88 x 60 cm),"PACIFIQUE,INTERIEURE (Mer)",JAPON,"SETO UTCHI, SETO NAIKAI, HARIMA NADA, KATAKAMI (Canaux)","DUPRE,BANARE (A),BESSON (A),TESSIER (J)",DUFOUR (F),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3421_Pub_1875_Corr_1892/file/ARCHIVES_CM_3421_Pub_1875_Corr_1892.7z,134.1730556,134.368333299999,34.6372221999999,34.7425
3421,CM_3421_Pub_1875_Corr_1892,1875,1979,1/20 000,Dépôt des Cartes et Plans de la Marine.,GA (88 x 60 cm),"PACIFIQUE,INTERIEURE (Mer)",JAPON,"SETO UTCHI, SETO NAIKAI, HARIMA NADA, KATAKAMI (Canaux)","DUPRE,BANARE (A),BESSON (A),TESSIER (J)",DUFOUR (F),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3421_Pub_1875_Corr_1968/file/ARCHIVES_CM_3421_Pub_1875_Corr_1968.7z,134.1730556,134.368333299999,34.6372221999999,34.7425
3421,CM_3421_Pub_1875_Corr_1968,1875,1979,1/20 000,"Service Hydrographique de la Marine, Paris.",GA (88 x 60 cm),"PACIFIQUE,INTERIEURE (Mer)",JAPON,"SETO UTCHI, SETO NAIKAI, HARIMA NADA, KATAKAMI (Canaux)","DUPRE,BANARE (A),BESSON (A),TESSIER (J)",DUFOUR (F),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3422_Pub_1875/file/ARCHIVES_CM_3422_Pub_1875.7z,134.1730556,134.368333299999,34.6372221999999,34.7425
3422,CM_3422_Pub_1875,1875,1994,1/55 400,Dépôt des Cartes et Plans de la Marine.,GA (88 x 62 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, GUADELOUPE (Côte Nord-Ouest), FERRY (Pointe), GRANDE VIGIE (Pointe)","PLOIX (E),CASPARI","BLONDEAU (E),NAUDIN,NYON,LEFEVRE (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3422_Pub_1875_Corr_1931/file/ARCHIVES_CM_3422_Pub_1875_Corr_1931.7z,-61.9322221999999,-61.4666666999999,16.2363889,16.55
3422,CM_3422_Pub_1875_Corr_1931,1875,1994,1/55 400,Dépôt des Cartes et Plans de la Marine.,GA (88 x 62 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, GUADELOUPE (Côte Nord-Ouest), FERRY (Pointe), GRANDE VIGIE (Pointe)","PLOIX (E),CASPARI","BLONDEAU (E),NAUDIN,NYON,LEFEVRE (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3422_Pub_1875_Ed_1939_Corr_1992/file/ARCHIVES_CM_3422_Pub_1875_Ed_1939_Corr_1992.7z,-61.9322221999999,-61.4666666999999,16.2363889,16.55
3422,CM_3422_Pub_1875_Ed_1939_Corr_1992,1875,1994,1/55 400,"Service Hydrographique de la Marine, Paris.",GA (88 x 62 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, GUADELOUPE (Côte Nord-Ouest), FERRY (Pointe), GRANDE VIGIE (Pointe)","PLOIX (E),CASPARI","BLONDEAU (E),NAUDIN,NYON,LEFEVRE (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3423_Pub_1875/file/ARCHIVES_CM_3423_Pub_1875.7z,-61.9322221999999,-61.4666666999999,16.2363889,16.55
3423,CM_3423_Pub_1875,1875,1994,1/129 900,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"ATLANTIQUE,ANTILLES (Mer)",GUADELOUPE,ANTILLES,"PLOIX (E),CASPARI",LEFEVRE (F),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3423_Pub_1875_Ed_1914_Corr_1933/file/ARCHIVES_CM_3423_Pub_1875_Ed_1914_Corr_1933.7z,-61.9666666999999,-60.8722222,15.8263889,16.5305556
3423,CM_3423_Pub_1875_Ed_1914_Corr_1933,1875,1994,1/129 900,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"ATLANTIQUE,ANTILLES (Mer)",GUADELOUPE,ANTILLES,"PLOIX (E),CASPARI",LEFEVRE (F),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3423_Pub_1875_Ed_1956_Corr_1994/file/ARCHIVES_CM_3423_Pub_1875_Ed_1956_Corr_1994.7z,-61.9666666999999,-60.8722222,15.8263889,16.5305556
3423,CM_3423_Pub_1875_Ed_1956_Corr_1994,1875,1994,1/129 900,"Service hydrographique de la Marine, Paris.",GA (89 x 60 cm),"ATLANTIQUE,ANTILLES (Mer)",GUADELOUPE,ANTILLES,"PLOIX (E),CASPARI",LEFEVRE (F),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3424_Pub_1875/file/ARCHIVES_CM_3424_Pub_1875.7z,-61.9666666999999,-60.8722222,15.8263889,16.5305556
3424,CM_3424_Pub_1875,1875,0,1/125 080,Dépôt des Cartes et Plans de la Marine.,GA (88 x 61 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)",ALGERIE,"ROSE (Cap), NEGRE (Cap)","MOUCHEZ (E),TURQUET,CHARNOZ,BOISTEL,PEPHAU,VINCENT,BONNAFFE,SELLIER","CHAPELLIER,NAUDIN,NYON,VIALARD",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3438_Pub_1875/file/ARCHIVES_CM_3438_Pub_1875.7z,8.2119444,9.1,36.7277777999999,37.7458333
3438,CM_3438_Pub_1875,1875,1980,1/370 900,Dépôt des Cartes et Plans de la Marine.,GA (90 x 65 cm),INDIEN (Océan),AUSTRALIE (Côte Sud),"GRANDE BAIE AUSTRALIENNE, KANGURU (île), NORTHUMBERLAND (Cap)","HOWARD,GOALEN,BOUQUET DE LA GRYE (A)","DYONNET (Ch),LEFEVRE (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3438_Pub_1875_Ed_1917_Corr_1927/file/ARCHIVES_CM_3438_Pub_1875_Ed_1917_Corr_1927.7z,137.9833333,140.8833333,38.5,35.4666666999999
3438,CM_3438_Pub_1875_Ed_1917_Corr_1927,1875,1980,1/370 900,Dépôt des Cartes et Plans de la Marine.,GA (90 x 65 cm),INDIEN (Océan),AUSTRALIE (Côte Sud),"GRANDE BAIE AUSTRALIENNE, KANGURU (île), NORTHUMBERLAND (Cap)","HOWARD,GOALEN,BOUQUET DE LA GRYE (A)","DYONNET (Ch),LEFEVRE (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3438_Pub_1875_Ed_1917_Corr_1970/file/ARCHIVES_CM_3438_Pub_1875_Ed_1917_Corr_1970.7z,137.9833333,140.8833333,38.5,35.4666666999999
3438,CM_3438_Pub_1875_Ed_1917_Corr_1970,1875,1980,1/370 900,"Service hydrographique de la Marine, Paris.",GA (90 x 65 cm),INDIEN (Océan),AUSTRALIE (Côte Sud),"GRANDE BAIE AUSTRALIENNE, KANGURU (île), NORTHUMBERLAND (Cap)","HOWARD,GOALEN,BOUQUET DE LA GRYE (A)","DYONNET (Ch),LEFEVRE (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3439_Pub_1875/file/ARCHIVES_CM_3439_Pub_1875.7z,137.9833333,140.8833333,38.5,35.4666666999999
3439,CM_3439_Pub_1875,1875,1930,1/20 000,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)",ALGERIE,"BONE, ANNABA","MOUCHEZ (E),TURQUET,CHARNOZ,BOISTEL,BONNAFFE,VINCENT,SELLIER","DYONNET (Ch),FONTAINE,LEFEVRE (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3439_Pub_1875_Corr_1896/file/ARCHIVES_CM_3439_Pub_1875_Corr_1896.7z,7.7597222,7.8930556,36.8305555999999,36.9916667
3439,CM_3439_Pub_1875_Corr_1896,1875,1930,1/20 000,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)",ALGERIE,"BONE, ANNABA","MOUCHEZ (E),TURQUET,CHARNOZ,BOISTEL,BONNAFFE,VINCENT,SELLIER","DYONNET (Ch),FONTAINE,LEFEVRE (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3439_Pub_1875_Ed_1905_Corr_1926/file/ARCHIVES_CM_3439_Pub_1875_Ed_1905_Corr_1926.7z,7.7597222,7.8930556,36.8305555999999,36.9916667
3439,CM_3439_Pub_1875_Ed_1905_Corr_1926,1875,1930,1/20 000,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)",ALGERIE,"BONE, ANNABA","MOUCHEZ (E),TURQUET,CHARNOZ,BOISTEL,BONNAFFE,VINCENT,SELLIER","DYONNET (Ch),FONTAINE,LEFEVRE (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3440_Pub_1875_Corr_1878/file/ARCHIVES_CM_3440_Pub_1875_Corr_1878.7z,7.7597222,7.8930556,36.8305555999999,36.9916667
3440,CM_3440_Pub_1875_Corr_1878,1875,1894,1/33 900,Dépôt des Cartes et Plans de la Marine.,GA (89 x 62 cm),ATLANTIQUE,FRANCE (Côte Sud),"GASCOGNE (Golfe), GIRONDE (Embouchure)","MANEN (L),LAROUSSE (E),CASPARI (E)","MILLIAN (J),NAUDIN,NYON,VIALARD",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3440_Pub_1875_Corr_1885/file/ARCHIVES_CM_3440_Pub_1875_Corr_1885.7z,-1.4427778,-0.8886111,45.4708333,45.7388888999999
3440,CM_3440_Pub_1875_Corr_1885,1875,1894,1/33 900,Dépôt des Cartes et Plans de la Marine.,GA (89 x 62 cm),ATLANTIQUE,FRANCE (Côte Sud),"GASCOGNE (Golfe), GIRONDE (Embouchure)","MANEN (L),LAROUSSE (E),CASPARI (E)","MILLIAN (J),NAUDIN,NYON,VIALARD",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3440_Pub_1875_Ed_1892/file/ARCHIVES_CM_3440_Pub_1875_Ed_1892.7z,-1.4427778,-0.8886111,45.4708333,45.7388888999999
3440,CM_3440_Pub_1875_Ed_1892,1875,1894,1/33 900,Dépôt des Cartes et Plans de la Marine.,GA (89 x 62 cm),ATLANTIQUE,FRANCE (Côte Sud),"GASCOGNE (Golfe), GIRONDE (Embouchure)","MANEN (L),LAROUSSE (E),CASPARI (E)","MILLIAN (J),NAUDIN,NYON,VIALARD",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3441_Pub_1875/file/ARCHIVES_CM_3441_Pub_1875.7z,-1.4427778,-0.8886111,45.4708333,45.7388888999999
3441,CM_3441_Pub_1875,1875,1894,1/34 300,Dépôt des Cartes et Plans de la Marine.,GA (93 x 66 cm),ATLANTIQUE,FRANCE (Côte Sud),"GASCOGNE (Golfe), GIRONDE (Cours), GRAVE (Pointe), BLAYE",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3441_Pub_1875_Corr_1883/file/ARCHIVES_CM_3441_Pub_1875_Corr_1883.7z,-0.8377778,-0.635,45.1236110999999,45.6277777999999
3441,CM_3441_Pub_1875_Corr_1883,1875,1894,1/34 300,Dépôt des Cartes et Plans de la Marine.,GA (93 x 66 cm),ATLANTIQUE,FRANCE (Côte Sud),"GASCOGNE (Golfe), GIRONDE (Cours), GRAVE (Pointe), BLAYE",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3441_Pub_1875_Ed_1892_Corr_1893/file/ARCHIVES_CM_3441_Pub_1875_Ed_1892_Corr_1893.7z,-0.8377778,-0.635,45.1236110999999,45.6277777999999
3441,CM_3441_Pub_1875_Ed_1892_Corr_1893,1875,1894,1/34 300,Dépôt des Cartes et Plans de la Marine.,GA (93 x 66 cm),ATLANTIQUE,FRANCE (Côte Sud),"GASCOGNE (Golfe), GIRONDE (Cours), GRAVE (Pointe), BLAYE",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3442_Pub_1875/file/ARCHIVES_CM_3442_Pub_1875.7z,-0.8377778,-0.635,45.1236110999999,45.6277777999999
3442,CM_3442_Pub_1875,1875,1896,1/370 350,Dépôt des Cartes et Plans de la Marine.,DA (64 x 45 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",CANADA (Côte Est),"TERRE-NEUVE (Côte Ouest), SAINTE MARGUERITE (Baie), ANGUILLE (Cap)",,"FRANCOZ,VIALARD",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3442_Pub_1875_Ed_1891_Corr_1895/file/ARCHIVES_CM_3442_Pub_1875_Ed_1891_Corr_1895.7z,-60.1499999999999,-56.6666667,47.8583332999999,51.1166667
3442,CM_3442_Pub_1875_Ed_1891_Corr_1895,1875,1896,1/370 350,Dépôt des Cartes et Plans de la Marine.,DA (64 x 45 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",CANADA (Côte Est),"TERRE-NEUVE (Côte Ouest), SAINTE MARGUERITE (Baie), ANGUILLE (Cap)",,"FRANCOZ,VIALARD",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3443_Pub_1875/file/ARCHIVES_CM_3443_Pub_1875.7z,-60.1499999999999,-56.6666667,47.8583332999999,51.1166667
3443,CM_3443_Pub_1875,1875,1883,1/85 400,Dépôt des Cartes et Plans de la Marine.,DA (60 x 45 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",CANADA (Côte Est),"TERRE-NEUVE (Côte Ouest), ILES (Baie)",PLOIX (Ch),DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3443_Pub_1875_Corr_1880/file/ARCHIVES_CM_3443_Pub_1875_Corr_1880.7z,-58.5072222,-58.0777778,48.9249999999999,49.2647222
3443,CM_3443_Pub_1875_Corr_1880,1875,1883,1/85 400,Dépôt des Cartes et Plans de la Marine.,DA (60 x 45 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",CANADA (Côte Est),"TERRE-NEUVE (Côte Ouest), ILES (Baie)",PLOIX (Ch),DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3444_Pub_1875/file/ARCHIVES_CM_3444_Pub_1875.7z,-58.5072222,-58.0777778,48.9249999999999,49.2647222
3444,CM_3444_Pub_1875,1875,1888,1/83 400,Dépôt des Cartes et Plans de la Marine.,DA (63 x 45 cm),"ATLANTIQUE,AFRIQUE (Côte Ouest),GUINEE (Golfe)",GABON,"REMBOE (Rivière), MAGA (Rivière), IAMBI (Rivière), BILAGONE (Rivière)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3444_Pub_1875_Ed_1887/file/ARCHIVES_CM_3444_Pub_1875_Ed_1887.7z,9.6694444,10.2361111,-0.3333333,0.175
3444,CM_3444_Pub_1875_Ed_1887,1875,1888,1/83 400,Dépôt des Cartes et Plans de la Marine.,DA (63 x 45 cm),"ATLANTIQUE,AFRIQUE (Côte Ouest),GUINEE (Golfe)",GABON,"REMBOE (Rivière), MAGA (Rivière), IAMBI (Rivière), BILAGONE (Rivière)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3445_Pub_1875/file/ARCHIVES_CM_3445_Pub_1875.7z,9.6694444,10.2361111,-0.3333333,0.175
3445,CM_3445_Pub_1875,1875,1986,1/191 500,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",CANADA (Côte Est),"TERRE-NEUVE (Côte Ouest), FOGO (île), BONAVISTA (Cap)","KERR,PLOIX (Ch)","FRANCOZ,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3445_Pub_1875_Ed_1890_Corr_1930/file/ARCHIVES_CM_3445_Pub_1875_Ed_1890_Corr_1930.7z,-54.5708332999999,-52.9666666999999,48.35,49.9166667
3445,CM_3445_Pub_1875_Ed_1890_Corr_1930,1875,1986,1/191 500,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",CANADA (Côte Est),"TERRE-NEUVE (Côte Ouest), FOGO (île), BONAVISTA (Cap)","KERR,PLOIX (Ch)","FRANCOZ,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3445_Pub_1875_Ed_1964_Corr_1984/file/ARCHIVES_CM_3445_Pub_1875_Ed_1964_Corr_1984.7z,-54.5708332999999,-52.9666666999999,48.35,49.9166667
3445,CM_3445_Pub_1875_Ed_1964_Corr_1984,1875,1986,1/191 500,"Service hydrographique de la Marine, Paris.",GA (89 x 60 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",CANADA (Côte Est),"TERRE-NEUVE (Côte Ouest), FOGO (île), BONAVISTA (Cap)","KERR,PLOIX (Ch)","FRANCOZ,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3446_Pub_1875/file/ARCHIVES_CM_3446_Pub_1875.7z,-54.5708332999999,-52.9666666999999,48.35,49.9166667
3446,CM_3446_Pub_1875,1875,1980,1/7 200,Dépôt des Cartes et Plans de la Marine.,QA (45 x 30 cm),"PACIFIQUE,AMERIQUE DU SUD (Côte Ouest),AMERIQUE DU SUD (Côte Ouest)",CHILI,"MAGELLAN (Détroit), MESSIER (Canal), HALE (Havre)",PIERRE,"DUFOUR (F),BOUQUET DE LA GRYE (A)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3446_Pub_1875_Corr_1968/file/ARCHIVES_CM_3446_Pub_1875_Corr_1968.7z,-74.6566667,-74.6133332999999,-47.9741666999999,-47.9458332999999
3446,CM_3446_Pub_1875_Corr_1968,1875,1980,1/7 200,Dépôt des Cartes et Plans de la Marine.,QA (45 x 30 cm),"PACIFIQUE,AMERIQUE DU SUD (Côte Ouest),AMERIQUE DU SUD (Côte Ouest)",CHILI,"MAGELLAN (Détroit), MESSIER (Canal), HALE (Havre)",PIERRE,"DUFOUR (F),BOUQUET DE LA GRYE (A)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3447_Pub_1875/file/ARCHIVES_CM_3447_Pub_1875.7z,-74.6566667,-74.6133332999999,-47.9741666999999,-47.9458332999999
